focus_area,provider,url,title,source,published,relevance,date_added
multimodal_and_generation,openai,https://www.microsoft.com/en-us/research/publication/mmed-rag-versatile-multimodal-rag-system-for-medical-vision-language-models/?lang=fr-ca%2Fbibtex%2F,MMed-RAG: Versatile Multimodal RAG System for Medical Vision Language Models,Microsoft Research,2024-10,Multimodal RAG system for medical VLMs aimed at reducing hallucinations in VQA/report generation; includes linked code/data.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2508.00579,MMRAG-DocQA: A Multi-Modal Retrieval-Augmented Generation Method for Document Question-Answering with Hierarchical Index and Multi-Granularity Retrieval,arXiv,2025-08-01,Document-QA-focused multimodal RAG method with hierarchical indexing and cross-page retrieval—directly relevant to long PDF QA.,2025-12-24
multimodal_and_generation,openai,https://arxiv.org/abs/2407.01523,MMLongBench-Doc: Benchmarking Long-context Document Understanding with Visualizations,arXiv,2024-07-01,Long-context multimodal document benchmark built from lengthy PDFs with cross-page and unanswerable questions; useful for evaluating VLM document QA.,2025-12-24
multimodal_and_generation,anthropic,https://blog.google/technology/google-deepmind/google-gemini-ai-update-december-2024/,Google introduces Gemini 2.0: A new AI model for the agentic era,Google Blog,"December 11, 2024",Major release of Google's flagship multimodal model with native image/audio output and advanced agentic capabilities.,2025-12-24
multimodal_and_generation,anthropic,https://simonwillison.net/2024/Dec/11/gemini-2/,Gemini 2.0 Flash: An outstanding multi-modal LLM with a sci-fi streaming mode,Simon Willison's Blog,"December 11, 2024",Technical deep-dive into Gemini 2.0 Flash capabilities with hands-on exploration of multimodal features.,2025-12-24
multimodal_and_generation,anthropic,https://huggingface.co/blog/vlms-2025,"Vision Language Models (Better, faster, stronger)",Hugging Face Blog,recent,Comprehensive overview of VLM advances in 2024-2025 including MoE architectures and multimodal RAG trends.,2025-12-24
multimodal_and_generation,anthropic,https://github.com/docling-project/docling,Docling: Get your documents ready for gen AI,GitHub,recent,"IBM's open-source document conversion toolkit with advanced PDF understanding, table structure detection, and RAG integrations.",2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/abs/2407.01449,ColPali: Efficient Document Retrieval with Vision Language Models,arXiv,June 2024 (updated Feb 2025),"Groundbreaking approach to document retrieval by directly embedding page images, outperforming traditional pipelines.",2025-12-24
multimodal_and_generation,anthropic,https://huggingface.co/learn/cookbook/en/multimodal_rag_using_document_retrieval_and_vlms,Multimodal RAG with ColPali and Vision Language Models,Hugging Face Cookbook,recent,Practical tutorial on building multimodal RAG systems combining ColPali retriever with Qwen2-VL.,2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/abs/2409.12191,Qwen2-VL: Enhancing Vision-Language Model's Perception at Any Resolution,arXiv,September 2024,State-of-the-art open VLM with dynamic resolution processing and multimodal position embeddings.,2025-12-24
multimodal_and_generation,anthropic,https://internvl.github.io/blog/2024-12-05-InternVL-2.5/,InternVL 2.5: Expanding Performance Boundaries of Open-Source MLLMs,InternVL Blog,December 2024,"First open-source MLLM to achieve 70% on MMMU benchmark, rivaling GPT-4o performance.",2025-12-24
multimodal_and_generation,anthropic,https://developer.nvidia.com/blog/an-easy-introduction-to-multimodal-retrieval-augmented-generation/,An Easy Introduction to Multimodal RAG,NVIDIA Technical Blog,December 2024,"NVIDIA's guide to building RAG systems that handle tables, charts, and mixed modalities.",2025-12-24
multimodal_and_generation,anthropic,https://github.com/HKUDS/RAG-Anything,RAG-Anything: All-in-One Multimodal RAG Framework,GitHub,recent,"End-to-end multimodal RAG framework handling text, images, tables, equations with knowledge graph integration.",2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/html/2506.16035v1,Vision-Guided Chunking for RAG with Multimodal Document Understanding,arXiv,June 2025,Novel approach using VLMs to improve document chunking quality for RAG systems.,2025-12-24
multimodal_and_generation,anthropic,https://www.vectara.com/blog/open-rag-benchmark-a-new-frontier-for-multimodal-pdf-understanding-in-rag,Open RAG Benchmark: Multimodal PDF Understanding,Vectara Blog,recent,"New benchmark for evaluating RAG systems on text, tables, and images from arXiv PDFs.",2025-12-24
multimodal_and_generation,anthropic,https://www.llamaindex.ai/blog/pdf-parsing-llamaparse,Parsing PDFs with LlamaParse: A How-To Guide,LlamaIndex Blog,recent,GenAI-native PDF parsing platform for extracting complex document structures into LLM-ready formats.,2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/abs/2311.16483,ChartLlama: A Multimodal LLM for Chart Understanding and Generation,arXiv,November 2023,Specialized MLLM for chart comprehension achieving SOTA on ChartQA and chart extraction benchmarks.,2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/html/2402.05121v2,Large Language Model for Table Processing: A Survey,arXiv,July 2024,"Comprehensive survey on LLM and VLM techniques for table QA, extraction, and data analysis.",2025-12-24
multimodal_and_generation,anthropic,https://nanonets.com/blog/table-extraction-using-llms-unlocking-structured-data-from-documents/,Table Extraction using LLMs: Unlocking Structured Data,Nanonets Blog,September 2025,"Practical guide comparing GPT-4o, Gemini, and other models for table extraction with prompt engineering tips.",2025-12-24
multimodal_and_generation,anthropic,https://www.llamaindex.ai/blog/building-blocks-of-llm-report-generation-beyond-basic-rag,Building Blocks of LLM Report Generation: Beyond Basic RAG,LlamaIndex Blog,November 2024,"Framework for generating multimodal reports using structured outputs, multi-agent workflows, and template processing.",2025-12-24
multimodal_and_generation,anthropic,https://github.com/iamarunbrahma/vision-parse,Vision-Parse: Parse PDFs into Markdown using Vision LLMs,GitHub,recent,"Open-source tool using GPT-4o, Gemini, and Llama vision models to convert PDFs to markdown.",2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/abs/2411.06284,A Comprehensive Survey of MLLMs in Vision-Language Tasks,arXiv,December 2024,"Latest survey covering MLLM architectures, training methods, and applications in visual understanding.",2025-12-24
multimodal_and_generation,anthropic,https://www.nature.com/articles/s41467-025-61040-5,MiniCPM-V: Efficient GPT-4V Level Multimodal LLM for Edge Devices,Nature Communications,July 2025,8B model outperforming GPT-4V on benchmarks while running efficiently on mobile phones.,2025-12-24
multimodal_and_generation,anthropic,https://www.ibm.com/think/tutorials/build-multimodal-rag-langchain-with-docling-granite,Build Multimodal RAG with Docling and Granite,IBM,November 2025,Tutorial on building AI-powered multimodal RAG pipeline using IBM's Docling and Granite vision models.,2025-12-24
multimodal_and_generation,anthropic,https://www.sciencedirect.com/science/article/abs/pii/S156625352500867X,Small Vision-Language Models Survey: Optimization Strategies,ScienceDirect,October 2025,"Survey on SVLMs covering quantization, MoE architectures, and edge deployment strategies.",2025-12-24
multimodal_and_generation,anthropic,https://arxiv.org/html/2501.02189v6,"Survey of SOTA Large Vision Language Models: Alignment, Benchmarks, Evaluations",arXiv,April 2025,Comprehensive survey of VLMs from 2019-2024 covering training objectives and multimodal integration.,2025-12-24
multimodal_and_generation,anthropic,https://github.com/Filimoa/open-parse,Open-Parse: Improved File Parsing for LLMs,GitHub,recent,Open-source visually-driven document parser with semantic chunking and table extraction.,2025-12-24
multimodal_and_generation,anthropic,https://medium.com/kx-systems/rag-llamaparse-advanced-pdf-parsing-for-retrieval-c393ab29891b,RAG + LlamaParse: Advanced PDF Parsing for Retrieval,Medium (KX Systems),June 2025,Technical guide on using LlamaParse for extracting complex documents for RAG pipelines.,2025-12-24
multimodal_and_generation,anthropic,https://towardsdatascience.com/mulitmodal-llms-interpreting-charts-b212f5c0aa1f/,I Tested Frontline M-LLMs on Chart Interpretation Skills,Towards Data Science,January 2025,"Benchmark comparison of Claude 3.5 Sonnet, GPT-4o, and Llama 3.2 on chart understanding tasks.",2025-12-24
